orderID,created_at,paid_at,delivery_at,status
437373,2020-05-13,2020-05-27,2020-06-03,Completed
437393,2020-01-27,2020-02-04,2020-02-06,Completed
437404,2020-03-27,2020-04-09,2020-04-11,Completed
437409,2019-11-17,NULL,NULL,Unpaid
437424,2019-09-28,2019-10-04,2019-10-08,Completed
437431,2019-11-29,2019-12-08,2019-12-19,Completed
437433,2020-02-20,2020-03-01,2020-03-13,Completed
437434,2020-05-29,2020-06-02,2020-06-02,Completed
437435,2019-07-29,2019-07-30,2019-08-04,Completed
437438,2019-09-12,2019-09-18,2019-09-27,Completed
437444,2020-04-20,2020-04-25,2020-05-06,Completed
437459,2020-02-15,2020-02-29,2020-03-06,Completed
437479,2019-12-14,NULL,NULL,Unpaid
437481,2020-04-14,2020-04-17,2020-04-25,Completed
437482,2019-11-21,2019-11-27,2019-12-07,Completed
437490,2019-08-09,2019-08-20,2019-08-21,Completed
437499,2019-09-22,2019-09-24,2019-09-28,Completed
437506,2019-09-04,2019-09-14,2019-09-21,Completed
437513,2020-05-11,2020-05-13,2020-05-13,Completed
437517,2019-12-11,2019-12-21,2019-12-25,Completed
437525,2019-07-26,2019-08-05,2019-08-14,Completed
437529,2020-03-15,2020-03-25,2020-04-02,Completed
437531,2019-11-26,2019-11-28,2019-12-04,Completed
437541,2019-09-28,2019-10-08,2019-10-08,Completed
437542,2020-04-08,2020-04-21,2020-05-01,Completed
437549,2019-11-12,2019-11-26,2019-12-10,Completed
437567,2019-12-27,NULL,NULL,Unpaid
437572,2019-11-02,2019-11-04,2019-11-07,Completed
437573,2020-03-08,2020-03-13,2020-03-16,Completed
437577,2019-10-18,2019-11-01,2019-11-13,Completed
437581,2020-02-18,2020-02-25,2020-03-08,Completed
437585,2019-12-21,2019-12-30,2020-01-04,Completed
437591,2019-10-05,2019-10-11,2019-10-11,Completed
437597,2019-08-19,2019-08-23,2019-09-04,Completed
437600,2020-05-27,2020-05-28,2020-06-01,Completed
437601,2019-12-28,2020-01-03,2020-01-03,Completed
437605,2019-12-05,2019-12-09,2019-12-21,Completed
437609,2019-11-20,2019-12-03,2019-12-10,Completed
437611,2020-05-05,2020-05-07,2020-05-16,Completed
437612,2020-04-16,2020-04-23,NULL,"Paid & Undelivered"
437614,2020-03-19,2020-03-29,2020-04-06,Completed
437615,2019-12-02,2019-12-10,2019-12-13,Completed
437616,2020-04-02,2020-04-08,2020-04-22,Completed
437622,2020-03-09,2020-03-18,2020-03-20,Completed
437631,2020-01-07,2020-01-16,2020-01-23,Completed
437633,2020-04-07,2020-04-20,2020-04-26,Completed
437635,2019-11-03,2019-11-10,2019-11-16,Completed
437637,2019-08-19,2019-08-22,2019-09-01,Completed
437638,2020-05-14,2020-05-16,2020-05-22,Completed
437643,2019-10-16,2019-10-25,2019-10-28,Completed
437644,2020-04-10,2020-04-23,2020-05-02,Completed
437651,2020-04-20,2020-04-29,2020-05-13,Completed
437652,2020-05-31,2020-06-01,2020-06-15,Completed
437656,2019-12-28,2020-01-07,2020-01-11,Completed
437660,2020-01-26,2020-02-02,2020-02-16,Completed
437665,2020-01-15,2020-01-20,2020-02-01,Completed
437673,2019-08-11,2019-08-21,2019-08-23,Completed
437684,2020-04-05,2020-04-13,2020-04-25,Completed
437694,2020-03-26,2020-03-29,2020-04-01,Completed
437696,2020-04-15,2020-04-26,2020-04-27,Completed
437700,2020-04-26,2020-05-06,2020-05-06,Completed
437702,2020-05-27,2020-06-08,2020-06-13,Completed
437708,2019-12-31,2020-01-14,NULL,"Paid & Undelivered"
437711,2019-08-30,2019-09-02,2019-09-06,Completed
437721,2019-09-17,2019-09-27,2019-10-07,Completed
437725,2019-11-22,2019-12-05,2019-12-08,Completed
437726,2020-03-06,2020-03-17,2020-03-29,Completed
437736,2019-08-12,NULL,NULL,Unpaid
437743,2020-05-16,2020-05-19,2020-05-22,Completed
437760,2020-05-31,2020-06-14,2020-06-22,Completed
437764,2020-02-19,2020-03-02,2020-03-03,Completed
437767,2020-02-11,2020-02-22,2020-02-27,Completed
437768,2019-10-29,2019-10-30,2019-11-11,Completed
437785,2020-02-27,2020-03-06,2020-03-09,Completed
437786,2019-08-08,2019-08-16,2019-08-16,Completed
437789,2020-05-18,2020-05-28,2020-05-29,Completed
437793,2020-01-20,2020-01-29,2020-01-29,Completed
437800,2020-02-16,2020-02-21,2020-02-24,Completed
437803,2020-04-12,2020-04-19,2020-04-25,Completed
437815,2019-08-02,NULL,NULL,Unpaid
437820,2019-06-06,2019-06-08,2019-06-20,Completed
437838,2019-11-08,2019-11-09,NULL,"Paid & Undelivered"
437869,2019-12-27,2020-01-05,2020-01-11,Completed
437880,2019-10-14,2019-10-27,2019-10-27,Completed
437882,2019-09-22,2019-10-04,2019-10-07,Completed
437887,2019-07-30,2019-08-06,2019-08-17,Completed
437893,2020-04-02,2020-04-10,2020-04-10,Completed
437910,2020-01-10,2020-01-24,2020-01-24,Completed
437913,2020-02-24,2020-03-04,2020-03-11,Completed
437915,2019-06-30,2019-07-04,2019-07-14,Completed
437917,2020-04-21,2020-04-22,2020-04-30,Completed
437925,2020-02-21,2020-03-01,2020-03-04,Completed
437927,2020-02-25,2020-03-07,2020-03-07,Completed
437929,2020-04-04,2020-04-06,2020-04-08,Completed
437930,2019-11-23,2019-12-04,2019-12-13,Completed
437933,2020-04-11,2020-04-16,2020-04-25,Completed
437945,2020-02-10,2020-02-20,2020-03-02,Completed
437947,2019-12-08,2019-12-17,2019-12-20,Completed
437954,2019-11-23,2019-12-03,2019-12-03,Completed
437955,2020-05-13,2020-05-26,2020-05-29,Completed
437959,2019-12-07,2019-12-19,2019-12-28,Completed
437964,2020-04-06,2020-04-11,2020-04-20,Completed
437966,2020-05-03,2020-05-15,2020-05-23,Completed
437969,2019-08-03,2019-08-10,2019-08-20,Completed
437975,2020-02-22,NULL,NULL,Unpaid
437988,2020-04-27,2020-05-02,2020-05-02,Completed
437989,2019-10-10,2019-10-24,2019-11-04,Completed
437997,2019-10-15,2019-10-29,2019-10-30,Completed
438003,2020-05-29,2020-06-11,2020-06-21,Completed
438008,2019-02-12,2019-02-19,2019-02-20,Completed
438009,2020-02-17,2020-02-22,2020-02-24,Completed
438010,2019-04-30,2019-05-06,2019-05-08,Completed
438015,2019-08-13,2019-08-17,2019-08-19,Completed
438020,2020-03-20,2020-03-25,2020-03-25,Completed
438038,2019-09-17,2019-09-25,2019-10-02,Completed
438042,2019-11-01,NULL,NULL,Unpaid
438046,2020-05-26,2020-06-04,NULL,"Paid & Undelivered"
438051,2019-11-11,2019-11-24,2019-11-24,Completed
438058,2019-06-03,2019-06-17,NULL,"Paid & Undelivered"
438063,2019-09-26,2019-10-05,2019-10-14,Completed
438079,2019-12-07,2019-12-08,2019-12-09,Completed
438086,2020-05-17,2020-05-27,2020-06-04,Completed
438093,2019-11-30,2019-12-04,2019-12-14,Completed
438097,2020-05-14,2020-05-28,2020-06-03,Completed
438104,2019-12-31,NULL,NULL,Unpaid
438106,2020-05-24,2020-05-29,2020-06-01,Completed
438120,2020-05-21,NULL,NULL,Unpaid
438123,2019-04-27,2019-04-29,2019-05-07,Completed
438124,2019-10-24,2019-10-26,2019-11-02,Completed
438128,2019-11-03,2019-11-17,NULL,"Paid & Undelivered"
438137,2019-04-26,2019-05-08,2019-05-19,Completed
438144,2019-10-06,2019-10-13,2019-10-16,Completed
438149,2019-12-05,2019-12-14,2019-12-25,Completed
438151,2019-11-05,2019-11-11,2019-11-20,Completed
438155,2019-12-06,2019-12-18,2019-12-19,Completed
438164,2019-02-07,2019-02-20,2019-02-20,Completed
438184,2020-01-29,NULL,NULL,Unpaid
438186,2020-05-10,2020-05-12,2020-05-21,Completed
438214,2020-05-29,2020-06-11,2020-06-17,Completed
438217,2020-02-11,2020-02-14,2020-02-26,Completed
438221,2020-04-24,2020-05-08,2020-05-09,Completed
438226,2019-07-07,2019-07-15,2019-07-27,Completed
438229,2019-12-29,2020-01-04,2020-01-10,Completed
438235,2019-12-09,2019-12-18,2019-12-18,Completed
438237,2020-01-19,2020-01-20,2020-01-31,Completed
438246,2020-04-27,2020-05-07,2020-05-13,Completed
438255,2019-10-25,2019-11-01,2019-11-13,Completed
438259,2020-05-19,2020-06-01,2020-06-10,Completed
438264,2020-04-28,2020-04-29,2020-05-06,Completed
438266,2020-02-11,2020-02-16,2020-02-28,Completed
438273,2019-12-22,NULL,NULL,Unpaid
438283,2020-04-01,2020-04-02,2020-04-03,Completed
438296,2019-10-24,2019-11-06,2019-11-07,Completed
438298,2019-04-11,2019-04-19,2019-04-30,Completed
438299,2019-06-27,2019-06-29,2019-07-06,Completed
438310,2020-01-23,2020-02-04,2020-02-08,Completed
438311,2019-11-03,2019-11-06,2019-11-12,Completed
438324,2020-04-11,NULL,NULL,Unpaid
438327,2019-08-27,NULL,NULL,Unpaid
438342,2020-04-28,2020-05-10,2020-05-16,Completed
438353,2019-10-27,NULL,NULL,Unpaid
438359,2019-10-22,2019-11-04,2019-11-07,Completed
438363,2020-05-08,2020-05-12,2020-05-18,Completed
438377,2019-08-14,2019-08-27,2019-09-03,Completed
438380,2020-05-04,2020-05-15,2020-05-26,Completed
438390,2019-11-01,2019-11-03,2019-11-13,Completed
438394,2019-06-02,2019-06-05,2019-06-11,Completed
438397,2019-07-29,2019-08-07,2019-08-21,Completed
438414,2019-08-11,2019-08-20,2019-08-30,Completed
438415,2019-12-20,2019-12-31,2020-01-05,Completed
438440,2020-05-23,2020-05-29,2020-05-31,Completed
438444,2020-02-21,2020-02-27,2020-02-27,Completed
438449,2020-05-11,NULL,NULL,Unpaid
438452,2019-05-14,2019-05-17,2019-05-24,Completed
438454,2020-05-20,2020-05-25,2020-05-26,Completed
438461,2019-09-09,2019-09-15,2019-09-17,Completed
438463,2020-01-16,2020-01-25,2020-01-29,Completed
438470,2019-09-17,2019-09-28,2019-10-02,Completed
438488,2020-04-19,2020-04-25,2020-05-02,Completed
438509,2019-11-25,2019-12-06,2019-12-16,Completed
438540,2020-04-15,2020-04-20,2020-04-30,Completed
438545,2020-02-06,NULL,NULL,Unpaid
438555,2019-10-17,2019-10-22,2019-10-22,Completed
438556,2020-04-03,2020-04-16,2020-04-23,Completed
438558,2020-05-31,2020-06-12,2020-06-14,Completed
438559,2020-05-14,2020-05-21,NULL,"Paid & Undelivered"
438568,2019-07-10,2019-07-21,2019-07-29,Completed
438571,2019-07-15,NULL,NULL,Unpaid
438587,2019-10-23,2019-10-30,2019-11-10,Completed
438606,2020-01-06,2020-01-20,2020-02-03,Completed
438611,2020-04-24,2020-04-26,2020-05-10,Completed
438613,2020-04-21,2020-04-25,2020-04-26,Completed
438614,2019-10-27,2019-11-10,2019-11-12,Completed
438627,2020-02-12,2020-02-25,2020-03-03,Completed
438642,2020-04-28,2020-05-07,2020-05-10,Completed
438643,2020-03-31,2020-04-06,2020-04-08,Completed
438656,2019-12-19,2020-01-01,2020-01-02,Completed
438680,2020-03-29,2020-04-10,2020-04-14,Completed
438681,2020-05-05,2020-05-17,2020-05-28,Completed
438692,2019-09-26,2019-10-07,2019-10-18,Completed
438694,2020-01-05,2020-01-16,2020-01-16,Completed
438707,2020-03-14,2020-03-15,2020-03-20,Completed
438711,2019-11-09,2019-11-13,2019-11-22,Completed
438717,2019-09-27,2019-10-09,2019-10-09,Completed
438721,2019-12-30,2020-01-08,2020-01-17,Completed
438728,2019-05-08,2019-05-12,2019-05-12,Completed
438730,2020-05-30,2020-06-04,NULL,"Paid & Undelivered"
438746,2019-12-01,2019-12-07,2019-12-16,Completed
438749,2019-11-25,2019-11-27,2019-12-09,Completed
438750,2020-03-15,2020-03-24,2020-03-31,Completed
438752,2020-01-03,2020-01-16,2020-01-21,Completed
438754,2019-12-31,2020-01-11,2020-01-25,Completed
438756,2019-08-17,2019-08-21,2019-08-21,Completed
438767,2019-11-03,2019-11-15,2019-11-20,Completed
438782,2019-12-14,2019-12-26,2020-01-03,Completed
438786,2019-11-23,2019-11-29,2019-12-11,Completed
438799,2020-01-17,2020-01-29,2020-01-29,Completed
438800,2020-03-15,2020-03-26,2020-04-05,Completed
438801,2020-02-04,2020-02-14,2020-02-18,Completed
438816,2020-01-05,2020-01-19,2020-01-31,Completed
438822,2020-03-21,2020-03-31,2020-04-08,Completed
438828,2020-04-23,2020-04-25,2020-04-28,Completed
438834,2019-11-06,2019-11-11,2019-11-13,Completed
438841,2019-12-02,2019-12-15,NULL,"Paid & Undelivered"
438848,2019-12-26,2020-01-05,2020-01-17,Completed
438855,2020-03-02,2020-03-11,NULL,"Paid & Undelivered"
438858,2019-04-06,2019-04-15,NULL,"Paid & Undelivered"
438866,2019-09-14,2019-09-25,2019-09-30,Completed
438868,2020-04-15,2020-04-17,2020-05-01,Completed
438873,2020-05-20,2020-05-29,2020-06-01,Completed
438890,2019-10-14,2019-10-23,2019-10-30,Completed
438895,2020-05-13,NULL,NULL,Unpaid
438906,2019-11-23,2019-11-27,2019-11-27,Completed
438912,2020-03-27,2020-04-07,2020-04-10,Completed
438915,2019-10-28,2019-11-01,2019-11-12,Completed
438930,2019-09-29,2019-10-11,2019-10-17,Completed
438933,2019-09-08,NULL,NULL,Unpaid
438947,2020-03-12,2020-03-25,2020-03-30,Completed
438955,2020-02-27,2020-02-29,2020-03-07,Completed
438959,2020-03-27,2020-03-28,2020-03-31,Completed
438961,2019-11-30,2019-12-07,2019-12-09,Completed
438964,2019-11-27,2019-11-29,2019-12-13,Completed
438965,2019-12-30,2020-01-12,2020-01-16,Completed
438966,2020-05-10,2020-05-14,2020-05-19,Completed
438968,2019-12-10,2019-12-17,NULL,"Paid & Undelivered"
438969,2019-05-13,2019-05-23,2019-05-25,Completed
438970,2019-09-28,2019-10-11,2019-10-11,Completed
438981,2020-05-30,2020-05-31,2020-06-12,Completed
438995,2019-11-16,2019-11-17,2019-11-26,Completed
438997,2019-11-27,2019-12-05,2019-12-17,Completed
439008,2019-02-28,2019-03-11,2019-03-16,Completed
439021,2020-05-17,2020-05-18,2020-05-28,Completed
439022,2020-03-13,2020-03-15,2020-03-26,Completed
439024,2019-06-22,2019-07-02,2019-07-11,Completed
439030,2020-05-18,2020-05-26,2020-05-26,Completed
439031,2020-01-11,2020-01-17,2020-01-29,Completed
439053,2020-05-29,2020-06-10,2020-06-18,Completed
439065,2020-05-17,NULL,NULL,Unpaid
439070,2019-06-20,2019-06-25,2019-07-03,Completed
439074,2020-02-25,2020-03-09,2020-03-19,Completed
439078,2020-03-06,2020-03-10,2020-03-15,Completed
439083,2019-10-30,NULL,NULL,Unpaid
439085,2020-04-26,2020-05-02,2020-05-05,Completed
439086,2019-06-23,2019-06-30,2019-07-08,Completed
439097,2020-01-31,2020-02-04,2020-02-16,Completed
439106,2019-12-07,NULL,NULL,Unpaid
439109,2020-04-23,2020-05-03,2020-05-06,Completed
439117,2020-04-30,2020-05-03,2020-05-12,Completed
439144,2020-02-09,2020-02-18,2020-02-28,Completed
439151,2019-09-18,2019-09-30,2019-10-09,Completed
439157,2019-08-06,2019-08-12,2019-08-19,Completed
439170,2020-03-03,2020-03-15,2020-03-29,Completed
439171,2019-05-20,2019-05-23,2019-06-02,Completed
439175,2020-03-26,2020-04-06,2020-04-14,Completed
439178,2019-09-13,2019-09-18,2019-09-30,Completed
439186,2020-04-09,2020-04-16,2020-04-21,Completed
439198,2019-11-11,2019-11-19,2019-11-21,Completed
439200,2019-12-27,2019-12-29,2020-01-07,Completed
439201,2020-04-10,2020-04-17,2020-04-18,Completed
439205,2019-03-31,2019-04-11,2019-04-11,Completed
439213,2020-01-17,2020-01-20,2020-01-25,Completed
439216,2020-03-15,2020-03-21,2020-04-04,Completed
439217,2020-03-02,2020-03-12,2020-03-19,Completed
439233,2019-12-13,2019-12-18,2019-12-20,Completed
439239,2019-10-24,2019-11-07,2019-11-17,Completed
439243,2019-08-24,2019-08-28,2019-09-04,Completed
439262,2020-02-17,2020-02-22,2020-03-02,Completed
439266,2019-06-23,2019-07-06,2019-07-11,Completed
439270,2020-05-31,2020-06-11,NULL,"Paid & Undelivered"
439274,2020-01-21,2020-01-22,2020-01-30,Completed
439299,2020-02-29,2020-03-05,2020-03-19,Completed
439306,2020-02-15,2020-02-18,2020-02-29,Completed
439314,2020-05-27,2020-06-04,2020-06-05,Completed
439317,2019-11-07,2019-11-10,2019-11-13,Completed
439321,2019-10-08,2019-10-18,2019-10-19,Completed
439328,2019-12-12,2019-12-22,2019-12-31,Completed
439333,2019-12-13,2019-12-18,2019-12-21,Completed
439335,2019-12-14,2019-12-28,2019-12-29,Completed
439344,2020-03-14,2020-03-24,2020-04-04,Completed
439350,2019-11-05,2019-11-10,2019-11-12,Completed
439356,2019-08-29,2019-09-04,2019-09-15,Completed
439362,2020-01-07,2020-01-21,2020-01-23,Completed
439365,2020-03-07,2020-03-16,2020-03-20,Completed
439372,2020-01-11,2020-01-20,2020-01-22,Completed
439373,2020-04-11,2020-04-25,NULL,"Paid & Undelivered"
439374,2019-10-17,2019-10-26,2019-10-29,Completed
439386,2020-03-09,2020-03-21,2020-03-23,Completed
439387,2020-04-02,2020-04-14,2020-04-24,Completed
439394,2020-05-21,2020-05-26,2020-06-04,Completed
439397,2019-08-31,2019-09-10,2019-09-12,Completed
439405,2020-05-28,2020-06-03,2020-06-14,Completed
439407,2019-09-12,2019-09-20,2019-09-28,Completed
439409,2019-08-23,2019-09-04,2019-09-05,Completed
439417,2020-05-02,2020-05-07,2020-05-18,Completed
439425,2019-08-21,2019-08-22,2019-09-05,Completed
439426,2019-12-11,2019-12-18,2019-12-30,Completed
439431,2019-11-09,2019-11-12,2019-11-22,Completed
439432,2019-12-22,NULL,NULL,Unpaid
439433,2020-01-06,2020-01-14,2020-01-17,Completed
439436,2019-11-30,2019-12-11,2019-12-12,Completed
439441,2019-11-12,2019-11-22,2019-12-04,Completed
439442,2019-12-31,2020-01-07,2020-01-17,Completed
439443,2020-01-31,2020-02-14,2020-02-19,Completed
439453,2020-02-25,2020-03-03,2020-03-12,Completed
439454,2020-03-24,2020-04-06,2020-04-12,Completed
439455,2019-12-20,2019-12-29,2019-12-31,Completed
439461,2020-02-01,2020-02-11,2020-02-12,Completed
439466,2019-06-03,2019-06-07,2019-06-16,Completed
439477,2020-05-19,2020-05-28,2020-05-31,Completed
439478,2019-12-15,2019-12-26,NULL,"Paid & Undelivered"
439482,2020-03-30,2020-04-10,2020-04-10,Completed
439484,2019-05-03,2019-05-11,2019-05-14,Completed
439485,2019-12-17,2019-12-27,2019-12-30,Completed
439496,2020-04-01,2020-04-04,2020-04-14,Completed
439504,2019-12-15,2019-12-16,2019-12-18,Completed
439506,2020-05-22,2020-05-30,2020-06-07,Completed
439509,2019-12-20,2019-12-28,2020-01-09,Completed
439516,2019-11-28,2019-12-08,2019-12-20,Completed
439519,2020-04-12,2020-04-17,2020-04-17,Completed
439520,2020-03-17,2020-03-25,NULL,"Paid & Undelivered"
439536,2020-02-02,2020-02-07,2020-02-14,Completed
439540,2020-02-11,2020-02-15,2020-02-20,Completed
439558,2019-10-22,2019-11-01,NULL,"Paid & Undelivered"
439562,2020-03-25,2020-03-29,2020-03-29,Completed
439563,2020-04-01,2020-04-05,2020-04-17,Completed
439567,2020-05-25,2020-05-26,2020-05-31,Completed
439575,2019-09-27,2019-10-08,2019-10-10,Completed
439576,2019-08-29,2019-09-09,NULL,"Paid & Undelivered"
439590,2020-04-02,2020-04-12,2020-04-20,Completed
439600,2019-05-31,2019-06-11,2019-06-20,Completed
439611,2020-05-07,2020-05-08,2020-05-20,Completed
439620,2020-05-24,2020-06-05,2020-06-09,Completed
439622,2019-09-26,2019-09-27,2019-09-27,Completed
439628,2019-11-02,2019-11-07,2019-11-09,Completed
439629,2019-07-05,2019-07-10,2019-07-18,Completed
439630,2020-03-28,2020-04-07,2020-04-07,Completed
439634,2020-04-02,NULL,NULL,Unpaid
439635,2019-11-18,2019-12-01,2019-12-03,Completed
439636,2020-04-24,2020-04-26,2020-05-05,Completed
439641,2019-11-13,2019-11-14,2019-11-25,Completed
439646,2019-10-30,2019-11-08,2019-11-11,Completed
439661,2019-09-11,2019-09-16,2019-09-25,Completed
439665,2019-09-03,2019-09-06,2019-09-15,Completed
439670,2019-08-28,2019-09-02,2019-09-11,Completed
439673,2019-09-25,2019-09-28,2019-10-04,Completed
439684,2019-10-11,2019-10-13,2019-10-25,Completed
439687,2019-10-10,2019-10-21,2019-11-04,Completed
439694,2020-02-04,2020-02-10,2020-02-13,Completed
439696,2020-05-14,2020-05-20,2020-05-23,Completed
439737,2019-12-29,NULL,NULL,Unpaid
439757,2019-07-24,2019-08-03,2019-08-15,Completed
439761,2020-04-18,NULL,NULL,Unpaid
439763,2020-02-14,2020-02-23,2020-02-25,Completed
439776,2019-10-12,2019-10-16,2019-10-21,Completed
439779,2020-05-21,2020-06-03,2020-06-07,Completed
439780,2020-03-04,2020-03-14,2020-03-22,Completed
439785,2019-12-29,2020-01-12,2020-01-16,Completed
439788,2019-09-25,2019-10-01,2019-10-12,Completed
439794,2019-09-25,2019-09-29,2019-10-13,Completed
439796,2020-05-13,2020-05-20,2020-05-29,Completed
439800,2020-03-11,2020-03-15,2020-03-17,Completed
439814,2019-11-17,2019-11-21,2019-11-22,Completed
439817,2019-12-25,2020-01-02,2020-01-09,Completed
439836,2020-03-09,2020-03-20,2020-03-31,Completed
439844,2019-12-25,2020-01-06,2020-01-06,Completed
439847,2020-05-10,2020-05-21,2020-06-02,Completed
439849,2019-12-21,2020-01-02,2020-01-08,Completed
439851,2020-02-06,2020-02-19,2020-02-26,Completed
439862,2019-11-20,2019-11-24,2019-11-24,Completed
439864,2019-12-26,2020-01-01,2020-01-05,Completed
439890,2019-11-18,2019-11-25,NULL,"Paid & Undelivered"
439891,2019-12-31,2020-01-05,2020-01-12,Completed
439894,2020-05-30,2020-06-12,2020-06-26,Completed
439895,2020-04-01,2020-04-12,2020-04-16,Completed
439899,2019-11-20,2019-12-01,2019-12-13,Completed
439911,2020-05-05,2020-05-18,2020-05-26,Completed
439915,2020-04-21,NULL,NULL,Unpaid
439934,2019-07-18,2019-07-24,2019-07-26,Completed
439944,2019-11-09,2019-11-15,2019-11-18,Completed
439950,2020-02-01,2020-02-05,2020-02-08,Completed
439953,2020-05-01,2020-05-06,2020-05-08,Completed
439959,2020-05-24,2020-05-26,NULL,"Paid & Undelivered"
439963,2019-10-15,2019-10-25,2019-11-01,Completed
439965,2020-03-12,2020-03-16,2020-03-18,Completed
439973,2019-10-28,2019-11-04,2019-11-09,Completed
439978,2019-07-29,2019-08-02,2019-08-03,Completed
439988,2019-12-01,2019-12-05,2019-12-06,Completed
439995,2019-07-03,2019-07-15,2019-07-25,Completed
439996,2020-04-23,2020-04-29,2020-05-06,Completed
440001,2020-05-09,2020-05-20,NULL,"Paid & Undelivered"
440007,2019-12-11,2019-12-13,2019-12-25,Completed
440008,2020-05-15,2020-05-16,2020-05-27,Completed
440021,2020-02-27,2020-03-11,2020-03-14,Completed
440022,2020-04-12,2020-04-26,2020-04-27,Completed
440027,2019-10-30,2019-11-04,2019-11-06,Completed
440037,2020-04-08,2020-04-10,2020-04-15,Completed
440038,2020-04-30,2020-05-01,2020-05-13,Completed
440039,2020-03-28,2020-04-04,2020-04-08,Completed
440057,2020-04-22,2020-04-29,2020-05-07,Completed
440059,2020-01-21,2020-01-28,2020-02-05,Completed
440070,2019-12-19,2019-12-26,2020-01-03,Completed
440078,2019-12-24,2020-01-02,2020-01-07,Completed
440084,2019-12-17,2019-12-30,2020-01-07,Completed
440092,2020-01-19,2020-01-30,2020-02-08,Completed
440096,2020-04-03,2020-04-06,2020-04-06,Completed
440106,2020-04-23,2020-04-26,2020-04-29,Completed
440108,2019-09-11,2019-09-12,2019-09-13,Completed
440111,2019-11-27,2019-11-29,2019-12-06,Completed
440125,2019-10-16,2019-10-20,2019-10-22,Completed
440150,2020-02-19,2020-03-02,2020-03-02,Completed
440155,2019-09-30,2019-10-06,2019-10-16,Completed
440156,2019-03-17,2019-03-29,NULL,"Paid & Undelivered"
440159,2019-12-08,2019-12-19,2019-12-22,Completed
440162,2019-06-22,2019-06-28,2019-07-08,Completed
440166,2019-12-24,2019-12-28,2019-12-30,Completed
440170,2019-12-11,2019-12-20,NULL,"Paid & Undelivered"
440174,2019-12-09,2019-12-13,2019-12-23,Completed
440181,2020-03-20,2020-04-02,2020-04-02,Completed
440189,2020-02-11,2020-02-25,2020-03-04,Completed
440200,2020-02-21,2020-03-01,2020-03-05,Completed
440202,2020-01-07,2020-01-08,2020-01-16,Completed
440203,2019-12-07,2019-12-18,2019-12-29,Completed
440205,2020-05-08,2020-05-13,2020-05-17,Completed
440215,2019-11-18,2019-11-28,2019-12-07,Completed
440220,2019-10-12,2019-10-13,2019-10-18,Completed
440228,2019-12-31,NULL,NULL,Unpaid
440235,2020-03-03,2020-03-16,2020-03-26,Completed
440240,2020-05-21,2020-05-22,2020-05-26,Completed
440241,2020-02-03,2020-02-15,2020-02-24,Completed
440244,2020-05-19,2020-06-02,2020-06-12,Completed
440255,2019-10-14,2019-10-23,2019-10-25,Completed
440288,2019-12-08,2019-12-11,2019-12-23,Completed
440306,2019-10-29,2019-10-30,2019-11-13,Completed
440308,2019-09-16,2019-09-29,2019-10-03,Completed
440311,2019-12-21,2019-12-29,2020-01-07,Completed
440314,2020-04-09,2020-04-10,2020-04-21,Completed
440319,2020-03-22,2020-03-23,2020-04-02,Completed
440332,2020-03-04,2020-03-11,2020-03-19,Completed
440335,2020-02-13,2020-02-15,2020-02-21,Completed
440342,2020-02-23,2020-02-27,2020-02-27,Completed
440345,2019-11-19,2019-12-02,2019-12-08,Completed
440351,2019-12-10,2019-12-14,2019-12-19,Completed
440360,2020-03-14,2020-03-23,2020-03-24,Completed
440366,2020-02-08,2020-02-14,2020-02-16,Completed
440371,2019-12-01,2019-12-06,NULL,"Paid & Undelivered"
440381,2019-12-18,NULL,NULL,Unpaid
440410,2019-11-08,2019-11-09,2019-11-16,Completed
440413,2019-11-07,2019-11-21,2019-11-29,Completed
440423,2020-04-05,2020-04-09,2020-04-18,Completed
440425,2020-03-30,2020-03-31,2020-04-09,Completed
440429,2019-11-02,NULL,NULL,Unpaid
440433,2020-03-20,2020-03-31,2020-04-07,Completed
440439,2019-12-24,2020-01-07,2020-01-10,Completed
440444,2019-12-26,2019-12-31,2020-01-04,Completed
440452,2020-02-14,2020-02-22,2020-03-03,Completed
440455,2020-05-20,2020-05-25,2020-06-08,Completed
440465,2019-10-03,2019-10-14,2019-10-25,Completed
440472,2019-12-09,2019-12-18,2019-12-28,Completed
440476,2020-05-20,2020-05-29,2020-06-05,Completed
440478,2019-08-18,2019-08-28,2019-09-07,Completed
440485,2019-12-04,2019-12-09,2019-12-14,Completed
440488,2020-02-10,2020-02-18,2020-02-28,Completed
440501,2020-01-22,2020-02-03,2020-02-14,Completed
440508,2019-09-09,2019-09-16,2019-09-25,Completed
440509,2020-03-03,2020-03-05,NULL,"Paid & Undelivered"
440515,2020-04-24,2020-04-26,2020-05-02,Completed
440517,2020-05-20,2020-05-31,2020-06-08,Completed
440526,2020-05-03,2020-05-11,2020-05-18,Completed
440541,2020-03-17,2020-03-20,2020-04-03,Completed
440543,2019-12-08,2019-12-09,2019-12-16,Completed
440545,2020-05-13,2020-05-25,2020-05-26,Completed
440546,2019-09-13,2019-09-16,2019-09-25,Completed
440557,2019-07-01,2019-07-07,2019-07-19,Completed
440560,2019-04-10,2019-04-14,2019-04-17,Completed
440561,2019-04-21,2019-04-27,2019-04-30,Completed
440572,2020-04-01,2020-04-13,2020-04-27,Completed
440575,2019-03-13,2019-03-17,2019-03-27,Completed
440592,2020-02-26,2020-03-07,2020-03-11,Completed
440606,2020-05-23,2020-05-25,2020-06-06,Completed
